Company Name,Year_Funded,Founded_in,Industry,Round/Series,Amount,Location,About Company,Investors,Revenue 2018,Revenue 2019,Revenue 2020,Revenue 2021,Revenue 2022,Revenue 2023
Peak,2021,2014.0,"Manchester, Greater Manchester",Series C,1175871.74,Information Technology & Services,Peak helps the world's smartest companies put the power of AI at the center of all commercial decision making with Decision Intelligence,SoftBank Vision Fund 2,1883604.4173381773,1584292.0903935018,2293318.3087846055,2248568.6828287323,2288872.6397484886,2338948.535737141
REVOS,2021,2017.0,Automotive,Series A,695269.38,Bengaluru,REVOS is a smart mobility platform that empowers all 2 and 3 wheeler vehicles through AI-integrated IoT  solutions,Unknown,748789.1942038918,1063303.3484542256,1381103.7264515718,1246685.2569317585,1266057.999513344,1667846.333169404
Dezerv.,2021,2021.0,Investment Management,Seed,1107615.15,Mumbai,"Integrated Portfolios designed by experts with decades of investing, Unique access to pre-IPO and startup investing","Elevation Capital, Matrix Partners India",1557260.581221436,2039144.3803643829,1608258.2414586765,1801743.9888975082,1925373.6676142742,2012432.0632970682
AppsForBharat,2021,2020.0,Product studio,Series A,1980566.36,Bengaluru,"A mission to assist a billion Indians in their spiritual journey, through a range of products & services",Elevation Capital,2398228.2212016555,3690662.6453143707,3701624.945298126,3161466.8113821624,4356455.941091999,4948200.734311386
Habbit,2021,2020.0,EdTech,Pre-seed,1713193.89,Bengaluru,Habbit is online learning community for anyone looking to get mentored in a skill or hobby of their choice.,Ashok Goyal,2056948.6850425615,2795859.366764622,3384300.6598194935,3045941.401340771,3151604.3539846945,3337352.4563272973
Bikayi,2021,2019.0,E-commerce,Series A,501761.89,Hyderabad,Empowering SMBs in India,Sequoia Capital India,629770.0789074044,677917.4272516635,965095.9836760933,825159.9773277814,1070735.8292414849,992959.1807025338
Sugar.fit,2021,2021.0,Health,Unknown,1336083.92,Bengaluru,"Innovative technology, compassionate diabetes experts and personalised plans, which will help lead a normal life once more.","Cure.fit, Endiya Partners, Tanglin Venture",1963450.7497900843,2223544.9688151884,1975454.6806696842,2671000.013874147,2374457.307124682,2504706.3282310637
Dukaan,2021,2020.0,Retail,Series A,1416538.24,Bengaluru,"Help forward thinking entrepreneurs by providing them the platform to start, grow, and manage their business online.","HOF Capital, Old Well Ventures, LetsVenture, 9Unicorns",1799894.3080237366,1970587.8178847542,2355669.550784121,2924000.766508162,2284446.0397051545,2628042.4048981518
Vidyakul,2021,2017.0,EdTech,Bridge,1724189.12,Gurugram,Vidyakul is a group of academic experts.,We Founder Circle,2628680.822747829,2285404.5946606155,3265813.043093228,3299913.746720299,3312420.2557765166,3507127.8392827986
Goodmylk,2021,2015.0,Food & Beverages,Seed,1845083.25,Bengaluru,Make plant-based food affordable and accessible in India.,"Jinisha Sharma, Aditya Agarwal, Victoria, Abhishek Shroff",2383859.189806859,2494552.82632268,2945813.889339994,3213539.908328906,3430381.730627009,4539425.298324576
Fieldproxy,2021,2016.0,SaaS startup,Seed,1810483.13,Chennai,Fieldproxy is a no-code platform that helps field servicing companies digitize their processes to better manage their on-ground technicians,"LetsVenture, 2am VC, magic.fund",2607078.936246839,2404569.889431586,3464353.7584134405,2720967.4787630476,2981374.1354581174,3934125.0587044084
NeuroPixel.AI,2021,2020.0,Deeptech,Seed,1697452.16,Bengaluru,NeuroPixel.AI Labs is a deep tech start-up that works in application of advanced AI/ML and statistical learning theory in Computer Vision and Image Processing area for online retail storefronts.,"Arvind Venugopal Nair, Amritendu Mukherjee",1961582.6021180595,2340156.525538036,3030149.412901428,3422142.682875582,2734539.4692626074,3727255.791041741
Elixia Tech Solutions,2021,2011.0,Information Technology & Services,Pre-series A,638008.69,Mumbai,End to End Logistics Automation Expert,Rajasthan Venture Capital Fund,1049246.4620853306,926891.5126888453,1040676.8718053402,1248269.2102227614,1286383.10042656,1508042.7995177412
bitsCrunch,2021,2020.0,Blockchain,Seed,1843426.94,Chennai,A consulting firm focused mainly on Data Analytics and DevOps.,"Covalent, Double Peak, GenBlock Capital, Ledger Prime, MEXC Global, Synaps",3001569.256376176,2745460.521109503,3342428.516665645,3340335.0347016016,4043674.4558318816,4328833.133311533
Prolgae,2021,2016.0,Biotechnology,Seed,1717926.12,The Nilgiris,Prolgae Spirulina Supplies Pvt. Ltd. is a Nordic-India joint operating company.,Vijayan,2538264.35497628,3150650.7850724007,3267149.3972362173,2932111.29510423,3643968.1893219226,3802005.370850891
Biddano,2021,2016.0,"Health, Wellness & Fitness",Pre-series A1,1538946.77,Pune,India's first tech-enabled healthcare logistics platform.,"Gokul Rajaram, JPIN, Venture Catalysts UK, AngelList",2611840.533650591,2080169.9180818982,2901678.8339232337,3014873.6703094803,2842378.111123439,2973941.8858444467
Geniemode,2021,2021.0,B2B,Unknown,1735240.1,Gurugram,"Transforming global sourcing for retailers & suppliers in furniture, hard goods & fashion industry using technology.",Info Edge Ventures,1830555.986417304,2951313.174699732,2740800.6965804608,3149775.337124554,3541403.220410435,4183171.0594732678
Sapio Analytics,2021,2019.0,Computer Software,Unknown,1745623.18,Mumbai,Sapio helps government create policies driven by the power of data and AI.,"Rachit Poddar, Rajesh Gupta",2822080.388310378,2941505.2855583783,3280348.9010483557,3017451.42545924,3443320.030056639,3655589.6345934463
Neokred,2021,2019.0,FinTech,Seed,1631119.51,Bengaluru,Democratizing Open Banking,"Virenxia Group, Rajesh Jain, Nitin Agarwal",2618885.014918137,2835634.3018772895,2324475.562475099,3101314.720480736,3358288.9981030147,3260900.034696379
Delhivery,2021,2011.0,Logistics & Supply Chain,Series I,1353790.63,Gurugram,Delhivery is a leading logistics and supply chain services company in India.,Addition,1458899.3241096006,1769091.9766365488,2087541.5674768724,2300095.9163183784,2288570.6174357105,2469730.5398207214
Flipspaces,2021,2011.0,Design,Pre-series B,1797074.25,Mumbai,"Flipspaces is a global tech-enabled venture towards discovery, design and delivery of commercial and residential spaces",Prashasta Seth,2505878.718846707,3331597.2466451307,3319732.0955695836,2744019.829324391,3323646.476105235,3692179.068175311
Fleek,2021,2021.0,Internet,Seed,998046.42,Bengaluru,Fleek helps track & manage subscriptions in one place.,Axilor,1651871.2357898066,1644396.6201409039,1967060.9679495622,1700291.394253068,2014080.676877439,1986917.5292890482
GoKwik,2021,2020.0,Information Technology & Services,Pre-series A,703786.38,New New Delhi,GoKwik is a platform for solving shopping experience problems on e-commerce websites on the internet.,"Matrix Partners India, Jitendra Gupta, RTP Global",837181.0555023709,1244828.4993538358,1321588.9271673693,1425652.4983932783,1398169.1443857693,1657305.2353161548
Proeon,2021,2018.0,Food Production,Seed,1004504.8,Pune,"Innovating plant protein ingredients with superior nutrition, sensory and functional profiles from farm to formulation.","Shaival Desai, Flowstate Ventures",1607055.1473973736,1397694.5989392211,1807078.239044244,1663292.817259607,2129374.1226233393,1911506.3898737533
InfyU Labs,2021,2019.0,AgriTech,Seed,1793840.8,Gandhinagar,InfyU Labs is a team of dedicated professionals from various fields of engineering with a common goal of making chemical-free fruits and vegetables accessible to everyone.,IAN,1806906.043393045,2903779.792740026,2850413.459136867,3341965.179963816,3306701.7718634815,3611782.178077474
TechEagle,2021,2015.0,Aviation & Aerospace,Seed,928743.16,Gurugram,"Safe, secure & reliable On-Demand Drone delivery network for medical, parcel & essential items",India Accelerator,979376.9434487564,1323980.3252926494,1559628.4905118998,1936126.7472086526,1759315.0244995537,2154193.4506626585
Voxelgrids,2021,2017.0,Deeptech,Unknown,1360549.72,Bengaluru,"Voxelgrids is an Magnetic Resonance Imaging technology startup that is based out of Bengaluru, Karnataka, India.",Zoho,1578550.4668369542,1945011.6855825048,2191546.990869608,2429126.934520632,2913583.742400156,2926779.780091426
Cogos Technologies,2021,2016.0,Logistics & Supply Chain,Pre-series A,1772091.6,Bengaluru,A smart-tech-enabled platform offering a one-stop destination for all the intra-city link-supply chain.,Transworld Group,2593405.354221057,2943007.367286153,3455984.2968004756,3306498.6647428186,3479991.0883773165,3512448.940506952
Gigforce,2021,2019.0,Staffing & Recruiting,Pre-series A,1050345.65,Gurugram,A gig/on-demand staffing company.,Endiya Partners,1177186.4340651655,1405614.427463086,1849518.2744728432,1695239.3005787863,2024051.0828670226,2094980.9943762198
Vahdam,2021,2015.0,Food & Beverages,Series D,1934380.38,New New Delhi,VAHDAM is among the world’s first vertically integrated online-first tea brands.,IIFL AMC,2147531.9191618166,2939891.772528336,3841103.515383769,3194861.89351598,3585418.537870153,4767034.98729754
Leap Finance,2021,2019.0,Financial Services,Series C,1320268.91,Bengaluru,International education loans for high potential students.,Owl Ventures,2059039.5893658292,1973625.4832568092,2496675.0510906954,2234120.948791791,2136616.7320335517,2894547.0741588674
CollegeDekho,2021,2015.0,EdTech,Series B,1791597.24,Gurugram,"Collegedekho.com is Student’s Partner, Friend & Confidante, To Help Him Take a Decision and Move On to His Career Goals.","Winter Capital, ETS, Man Capital",2701372.8052030937,2909434.700783572,3212732.633907511,3554689.7644806486,3792949.5154919443,4064993.1720038634
WeRize,2021,2019.0,Financial Services,Series A,762401.37,Bengaluru,India’s first socially distributed full stack financial services platform for small town India,"3one4 Capital, Kalaari Capital",1094483.188863116,1165753.6306715924,1108240.2845093631,1234692.7205040432,1452782.0289561104,1462268.527424335
SatSure,2023,2017.0,"Aerospace, Artificial Intelligence",Series A,1704749.06,Unknown,"Aerospace, Artificial Intelligence",Unknown,2882322.9065559115,2655238.9277807707,2592900.8059391836,3424306.1147410055,3626760.9128668318,3388318.871401476
Calibr,2023,2017.0,"Analytics, B2B Software, Artificial Intelligence",Pre-Seed,1297239.99,Unknown,"Analytics, B2B Software, Artificial Intelligence",Unknown,1491440.9257101598,1689309.3882405625,2519816.2351545435,2204259.994854504,2149949.028162208,2398658.247551675
MyWays.ai,2023,2017.0,"Artificial Intelligence, Recruiting, Human Resources, Education, B2B Software",Seed,1511027.0,Unknown,"Artificial Intelligence, Recruiting, Human Resources, Education, B2B Software",Unknown,1534985.4398764763,2642043.0201140475,2745539.2248839005,2714427.7931793174,2877380.5318262596,3626867.3825415163
Pulse Energy,2023,2017.0,"Cloud Computing, Energy, EV, Automotive, B2B Software",Seed,1860354.18,Unknown,"Cloud Computing, Energy, EV, Automotive, B2B Software",Unknown,2766471.98930107,2875019.4490423375,3686125.4873586893,3224227.9483489865,3942489.4831014303,3767193.561825303
Mynzo Carbon,2023,2017.0,"Environment, B2B Software",Seed,696774.24,Unknown,"Environment, B2B Software",Unknown,911770.4347335262,997869.8336871992,1187853.4468557225,1216907.282430694,1286096.6692537575,1446906.4740495002
Credright,2023,2017.0,"FinTech, Finance",Venture - Series Unknown,682880.86,Unknown,"FinTech, Finance",Unknown,801233.722288146,993542.2315543543,1202350.1880579612,1201407.863580974,1416511.298418986,1592207.627324098
MrMed,2023,2017.0,"Healthcare, Retail, Consumer Goods",Seed,1147755.0,Unknown,"Healthcare, Retail, Consumer Goods",Unknown,1617044.5464237574,1892682.7332115737,1870091.7440664887,2335189.6578034945,1947726.5365566048,2561881.281134842
MediBuddy,2023,2017.0,"Healthcare, Wellness",Venture - Series Unknown,1709817.56,Unknown,"Healthcare, Wellness",Unknown,2815613.9395955927,2590428.159925477,2416438.8372439067,2565194.3914985834,3575728.544914446,3680032.5142457215
ShipEase Technologies,2023,2017.0,"Logistics, Transportation",Seed,916244.84,Unknown,"Logistics, Transportation",Unknown,1293999.4548328265,1657850.0999849627,1605969.3597741611,1751607.8960815896,1529481.412696586,2230596.1999025038
ScrapUncle,2023,2017.0,"Materials, B2C Software",Pre-Seed,848077.07,Unknown,"Materials, B2C Software",Unknown,1237113.6718968686,1126003.1399152027,1661438.2134594773,1422453.2364528622,1741412.8460268006,1900505.5782733215
Aryastha Life Sciences,2023,2017.0,"Pharmaceuticals, Biotechnology, B2B Software",Series A,624817.65,Unknown,"Pharmaceuticals, Biotechnology, B2B Software",Unknown,988869.782954542,1071198.411112138,907964.2214222725,969330.4159141835,1308725.16598427,1174172.0969172881
Upraised,2023,2017.0,"Recruiting, Artificial Intelligence, B2B Software",Seed,1729480.97,Unknown,"Recruiting, Artificial Intelligence, B2B Software",Unknown,2880184.5675761364,3167139.831674163,2868420.88679365,2914513.5759137818,3701360.174393533,3842643.899911258
MagTapp,2023,2017.0,Unknown,Convertible Note,535328.48,Unknown,Unknown,Unknown,832352.7642262431,1016147.4985763392,857470.8059814898,1007591.0728880032,1020179.8778376859,1290046.0249961105
Bharatcabs,2023,2017.0,Unknown,Pre-Seed,1762968.12,Unknown,Unknown,Unknown,2099505.0174011188,3166364.195356688,2485118.442110755,3348932.7982788784,2991463.9669654006,4028391.802983199
Manastu Space,2023,2017.0,Aerospace,Seed,1522061.04,Unknown,Aerospace,Unknown,2275817.3057346134,2418009.5702921827,2506877.3455300084,2956557.495438076,2726454.149001833,3378565.0455825333
VVDN Technologies,2023,2017.0,"Cloud Computing, Manufacturing, Mechanical Engineering",Private Equity,976847.33,Unknown,"Cloud Computing, Manufacturing, Mechanical Engineering",Unknown,1453965.8382053769,1640045.9849320818,1496517.5516418184,1544711.9505667451,2131717.048654446,1793991.1430830366
Ather Energy,2023,2017.0,Energy,Private Equity,531239.97,Unknown,Energy,Unknown,806903.6322869074,813838.3200235405,1028669.9020772759,1044059.1778153729,1062793.6650631484,1296118.7729733589
Biofuels Junction,2023,2017.0,Energy,Venture - Series Unknown,1883277.87,Unknown,Energy,Unknown,2094756.7483104977,2839793.186625356,3479091.91056124,3102231.7345007174,3067452.2982422537,4150155.1397059243
